artist,genre
METHOD MAN featuring D'ANGELO,"['rap', 'hardcore hip hop', 'hip hop', 'east coast hip hop', 'gangster rap', 'old school hip hop', 'rap rock']"
ELLISON CHASE,[]
CASEY JAMES,"['idol', 'modern country rock', 'country road', 'contemporary country']"
THE TNT BAND,"['salsa international', 'boogaloo']"
THE NOTORIOUS B.I.G. feat. PUFF DADDY & MASE,"['rap', 'hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap']"
BOBBY GREGG,[]
JULIET ROBERTS,['hip house']
THE BLUE RIDGE RANGERS,[]
TUPAC feat NOTORIOUS B.I.G.,[]
THE EXCELLENTS,['doo-wop']
SHERRIE AUSTIN,"['country dawn', 'australian country', 'country', 'contemporary country', 'country road']"
JOE,"['r&b', 'soul christmas', 'urban contemporary']"
ISYSS featuring JADAKISS,"['hip pop', 'r&b', 'urban contemporary']"
IKE CLANTON,['spoken word']
THE CALLING,"['pop rock', 'post-grunge', 'neo mellow', 'alternative rock']"
DAVID & DAVID,[]
LIMMIE & FAMILY COOKIN',[]
EMINEM featuring NATE DOGG,"['detroit hip hop', 'hip hop', 'rap']"
LITA FORD,"['glam metal', 'hard rock', 'glam rock', 'rock', 'sleaze rock', 'album rock']"
BEENIE MAN feat MS. THING,"['dancehall', 'soca']"
CONSUMER RAPPORT,[]
CHICORY,[]
IMAJIN featuring KEITH MURRAY,"['new jack swing', 'alternative r&b', 'urban contemporary']"
KENNY LOGGINS with STEVE PERRY,"['soft rock', 'mellow gold', 'country rock', 'folk rock', 'album rock']"
TASHA HOLIDAY,[]
JIM GILSTRAP,[]
DR. HOOK,"['soft rock', 'mellow gold', 'country rock', 'folk rock', 'bubblegum pop', 'southern rock', 'album rock']"
KANYE WEST featuring ADAM LEVINE,"['pop rap', 'hip hop', 'pop christmas']"
ALAN JACKSON,"['country', 'country christmas', 'contemporary country', 'honky tonk']"
WAS NOT WAS,[]
THE MUSIC EXPLOSION,"['classic garage rock', 'bubblegum pop']"
THE OAK RIDGE BOYS,"['country gospel', 'nashville sound', 'country christmas', 'traditional country', 'cowboy western', 'country']"
THE MARSHALL TUCKER BAND,"['southern rock', 'country rock', 'classic rock', 'blues-rock', 'mellow gold', 'roots rock', 'soft rock']"
HURRICANE CHRIS,"['crunk', 'trap music', 'jerk', 'southern hip hop', 'pop rap', 'dirty south rap', 'gangster rap', 'alternative hip hop']"
JUDY GARLAND & GENE KELLY,[]
GAVIN CHRISTOPHER,['post-disco soul']
ISYSS,"['hip pop', 'r&b', 'urban contemporary']"
MINISTRY,"['industrial rock', 'industrial metal', 'industrial', 'nu metal', 'alternative metal']"
DON COVAY,"['southern soul', 'memphis soul', 'soul blues', 'beach music', 'chicago soul', 'jazz blues', 'soul', 'northern soul', 'motown']"
WEBSTAR & YOUNG B featuring THE VOICE OF HARLEM,[]
YELLOWCARD,"['pop punk', 'punk christmas', 'bow pop', 'emo', 'melodic hardcore', 'screamo', 'punk']"
CAST OF CAMP ROCK,['teen pop']
BETTY EVERETT,"['chicago soul', 'northern soul', 'motown', 'brill building pop', 'beach music', 'southern soul', 'soul', 'memphis soul', 'jazz blues', 'soul blues']"
SINGLE BULLET THEORY,[]
BERTIE HIGGINS,"['soft rock', 'mellow gold']"
OTIS CLAY,"['soul blues', 'southern soul', 'memphis soul', 'chicago soul', 'soul', 'jazz blues', 'new orleans blues']"
MADISON AVENUE,"['vocal house', 'disco house', 'hip house']"
PETER NOONE,[]
SAM SMITH,['pop']
MERCYME,"['ccm', 'christian music', 'christian christmas', 'christian alternative rock', 'worship', 'christian rock']"
TASHA THOMAS,['deep disco']
VANITY FARE,"['bubblegum pop', 'merseybeat', 'british invasion']"
LANDON PIGG,"['acoustic pop', 'neo mellow', 'deep acoustic pop']"
RELL featuring JAY-Z,[]
ERIC PASLAY,"['modern country rock', 'country road', 'contemporary country']"
ANDY KIM,['bubblegum pop']
THE POPPIES,['welsh rock']
THE SONG SPINNERS,[]
LYN COLLINS,"['classic funk rock', 'funk', 'funk rock', 'deep funk', 'memphis soul', 'soul', 'southern soul', 'motown', 'quiet storm']"
MAINO featuring T-PAIN,"['pop rap', 'trap music', 'alternative hip hop', 'hip hop', 'southern hip hop', 'hip pop', 'dirty south rap', 'rap']"
THE DYNATONES,[]
MERRILEE RUSH,['bubblegum pop']
ANGIE MARTINEZ feat LIL' MO & SACARIO,"['hip pop', 'r&b', 'hip hop']"
BILLY MYLES,[]
THE ROC PROJECT featuring TINA ARENA,['deep progressive trance']
GREEN JELLY,"['funk metal', 'alternative metal', 'funk rock', 'nu metal']"
THE CREST'S,['doo-wop']
SNEAKER,[]
REPLACEMENTS,[]
POLICE,"['permanent wave', 'art rock', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'rock', 'glam rock']"
JOEL DIAMOND,[]
THE SOUL SURVIVORS,[]
JORDAN KNIGHT,['boy band']
TALK TALK,"['new wave', 'art rock', 'new romantic', 'dance rock', 'melancholia', 'uk post-punk', 'synthpop', 'dream pop', 'post-punk', 'experimental', 'glam rock', 'new wave pop']"
TOMMY TUTONE,"['album rock', 'mellow gold', 'new wave pop', 'rock']"
LOS INDIOS TABAJARAS,[]
TERROR SQUAD,"['rap', 'gangster rap', 'pop rap', 'hardcore hip hop', 'hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'hip pop', 'juggalo', 'east coast hip hop', 'trap music']"
50 CENT featuring NE-YO,"['pop rap', 'rap', 'hip hop']"
SKID ROW,"['heavy christmas', 'glam metal', 'hard rock', 'sleaze rock', 'rock', 'glam rock', 'funk metal', 'album rock', 'metal']"
FLO-RIDA featuring NELLY FURTADO,"['pop rap', 'dance pop', 'southern hip hop', 'pop', 'hip pop', 'trap music']"
UNDERWORLD,"['electronic', 'big beat', 'chill-out', 'trip hop']"
JOE SIMON,"['southern soul', 'memphis soul', 'chicago soul', 'soul blues', 'beach music', 'soul']"
TOMMY DORSEY / FRANK SINATRA,[]
BARBRA STREISAND & NEIL DIAMOND,[]
CLIMIE FISHER,"['new romantic', 'dance rock', 'new wave pop', 'new wave', 'synthpop']"
WAYLON,['dutch pop']
GLEE CAST featuring MATTHEW MORRISON,"['teen pop', 'pop christmas']"
WEDNESDAY,[]
THE VIRTUES,[]
PITBULL featuring TJR,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
RICHARD MARX & DONNA LEWIS,['movie tunes']
CHARLIE DRAKE,[]
LIL' ZANE featuring 112,"['crunk', 'pop rap']"
PRETTY RICKY,"['hip pop', 'r&b', 'urban contemporary', 'new jack swing', 'southern hip hop', 'indie r&b', 'dance pop', 'crunk', 'pop rap']"
TED NEWMAN,[]
MESA,[]
LAUREN ALAINA,"['idol', 'deep talent show', 'country dawn', 'contemporary country', 'modern country rock', 'country road']"
THE LEMON PIPERS,"['bubblegum pop', 'classic garage rock', 'british invasion', 'merseybeat']"
MAUREEN GRAY,[]
THE BABYS,"['album rock', 'rock', 'soft rock', 'classic rock']"
SHA NA NA,['hollywood']
JAMES TAYLOR & J.D. SOUTHER,[]
ARETHA FRANKLIN,"['soul', 'soul christmas', 'motown', 'southern soul', 'christmas']"
CAMEO,"['funk', 'classic funk rock', 'funk rock', 'post-disco', 'disco', 'quiet storm', 'soul']"
DAVID HOUSTON,"['country gospel', 'nashville sound', 'cowboy western', 'traditional country', 'country christmas', 'western swing']"
RAY J & YUNG BERG,[]
WILL SMITH,"['hip hop', 'pop rap', 'dance pop', 'pop christmas']"
NINA SIMONE,"['vocal jazz', 'jazz blues', 'lounge', 'cabaret', 'jazz christmas', 'christmas']"
KID ROCK featuring SHERYL CROW,"['rap rock', 'rap metal', 'funk metal', 'funk rock', 'alternative metal', 'nu metal', 'rock', 'post-grunge', 'alternative rock']"
JIM STAFFORD,[]
3LW featuring P. DIDDY & LOON,"['hip pop', 'urban contemporary', 'r&b', 'pop christmas', 'soul christmas', 'dance pop']"
THE YOU KNOW WHO GROUP,[]
RICKY MARTIN featuring LA MARI,"['latin', 'latin pop', 'hurban', 'latin christmas', 'dance pop', 'pop christmas']"
LL COOL J featuring THE-DREAM,"['hip hop', 'rap', 'old school hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap']"
NAKED EYES,"['new romantic', 'dance rock', 'new wave', 'new wave pop', 'synthpop']"
THE CRANBERRIES,"['pop rock', 'post-grunge', 'new wave pop']"
EILEEN RODGERS,['deep adult standards']
HOZIER,['modern blues']
DONNY OSMOND,['bubblegum pop']
REDMAN / METHOD MAN,[]
ADAM SANDLER,['comic']
MARC ALMOND,"['new romantic', 'new wave', 'dance rock', 'synthpop', 'new wave pop', 'art rock']"
KRIS JENSEN,['vintage swoon']
BOB SEGER,"['mellow gold', 'southern rock', 'soft rock', 'country rock', 'roots rock', 'album rock', 'rock', 'classic rock', 'singer-songwriter', 'folk rock', 'blues-rock', 'folk christmas']"
MARY HOPKIN,"['british invasion', 'merseybeat', 'bubblegum pop']"
PITBULL featuring SHAKIRA,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
GLEE CAST featuring LEA MICHELE,"['teen pop', 'pop christmas']"
NAS,"['hip hop', 'rap', 'hardcore hip hop', 'east coast hip hop', 'pop rap']"
LONDONBEAT,"['eurodance', 'hip house', 'hi nrg', 'europop']"
GHOSTFACE KILLAH featuring NE-YO,"['hardcore hip hop', 'east coast hip hop', 'rap', 'hip hop', 'alternative hip hop', 'underground hip hop']"
THURSTON HARRIS,"['rock-and-roll', 'doo-wop']"
JERMAINE PAUL,['deep talent show']
ARCHIE BLEYER,['deep adult standards']
THE COMMITTEE,[]
ROBERT PARKER,"['new orleans blues', 'northern soul', 'chicago soul']"
BOYZ N DA HOOD,"['southern hip hop', 'crunk', 'dirty south rap', 'trap music', 'pop rap', 'gangster rap', 'memphis hip hop']"
TEXAS,"['new wave pop', 'pop rock', 'scottish rock', 'europop']"
FIREFLY,[]
DARLENE LOVE,"['brill building pop', 'pop christmas']"
DJ KHALED featuring CHRIS BROWN,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'alternative hip hop', 'hip hop', 'gangster rap']"
ART OF NOISE with MAX HEADROOM,"['synthpop', 'new wave', 'new romantic', 'electronic', 'dance rock', 'art rock', 'experimental', 'big beat', 'new wave pop']"
LOS DEL RIO,[]
STABILIZERS,['deep new wave']
ELLIE GOULDING,"['pop', 'synthpop', 'metropopolis', 'indietronica', 'dance pop']"
EVERYTHING,[]
GLORIA ESTEFAN & MIAMI SOUND MACHINE,['freestyle']
KE$HA featuring 3OH!3,"['pop', 'teen pop', 'dance pop', 'europop']"
MATT NATHANSON featuring SUGARLAND,"['neo mellow', 'acoustic pop', 'pop rock', 'singer-songwriter']"
THE HOLLYRIDGE STRINGS,"['easy listening', 'exotica', 'lounge']"
PHIL COLLINS,"['soft rock', 'mellow gold', 'album rock']"
BLIND MELON,"['grunge', 'alternative rock', 'funk metal', 'post-grunge', 'jam band', 'funk rock', 'pop rock', 'rock', 'alternative metal', 'blues-rock', 'rap rock']"
REDMAN featuring DJ KOOL,"['hardcore hip hop', 'rap', 'east coast hip hop', 'hip hop', 'old school hip hop', 'gangster rap', 'underground hip hop']"
JOHN BARRY ORCHESTRA,[]
MIRACLES,"['motown', 'chicago soul']"
KT TUNSTALL,"['folk christmas', 'folk-pop', 'lilith', 'pop christmas', 'neo mellow', 'pop rock', 'acoustic pop', 'new wave pop', 'singer-songwriter']"
CHINGY featuring LUDACRIS & SNOOP DOGG,[]
FRUIT DE LA PASSION,[]
THE ATTITUDES,[]
THE TREMELOES,"['british invasion', 'merseybeat', 'bubblegum pop', 'freakbeat', 'british blues', 'rock-and-roll']"
THE SPIRAL STAIRCASE featuring PAT UPTON,[]
THE KASENETZ-KATZ SINGING ORCHESTRAL CIRCUS,['bubblegum pop']
DAVID BANNER featuring LIL' FLIP,"['crunk', 'dirty south rap', 'southern hip hop', 'pop rap', 'trap music', 'gangster rap', 'juggalo', 'alternative hip hop', 'hip hop', 'pop christmas']"
DELLA REESE,"['christmas', 'vocal jazz', 'adult standards', 'cabaret', 'jazz christmas', 'lounge', 'jazz blues', 'deep adult standards']"
METHOD MAN / MARY J. BLIGE,[]
DIANA ROSS & MARVIN GAYE,[]
KIMBERLY SCOTT,['new jack smooth']
MGMT,"['indietronica', 'alternative dance', 'dance-punk', 'neo-psychedelic', 'new rave', 'synthpop', 'indie pop', 'indie rock']"
SHIRELLES,"['brill building pop', 'motown', 'soul christmas', 'rock-and-roll']"
RICKY ALLEN,[]
CHRIS CORNELL,"['grunge', 'post-grunge', 'alternative rock', 'funk metal', 'alternative metal', 'funk rock', 'rock', 'rap rock', 'nu metal', 'pop rock']"
MARTIN GARRIX,['edm']
BILL JUSTIS,"['rock-and-roll', 'rockabilly']"
WEAVERS & GORDON JENKINS,[]
DONNA SUMMER,"['hi nrg', 'disco', 'soul christmas', 'new wave pop']"
SAMMY DAVIS JR.,"['christmas', 'adult standards', 'lounge', 'cabaret', 'vocal jazz', 'jazz christmas', 'swing']"
WAS (NOT WAS),[]
THE MAGISTRATES,['british indie rock']
THE SCORPIONS,"['hard rock', 'album rock', 'rock', 'glam metal']"
CHAM featuring ALICIA KEYS,"['dancehall', 'reggae fusion']"
GONZALES,[]
BONES,[]
R. CITY featuring ADAM LEVINE,['alternative r&b']
"TIMMIE ""OH YEAH!"" ROGERS",[]
BOBBY ARVON,[]
DOOBIE BROTHERS,"['soft rock', 'mellow gold', 'southern rock', 'country rock', 'album rock', 'folk rock', 'classic rock', 'roots rock', 'blues-rock', 'rock', 'singer-songwriter']"
CHARLIE DANIELS BAND,"['southern rock', 'country rock', 'traditional country', 'outlaw country', 'country', 'nashville sound', 'country christmas', 'contemporary country']"
BREATHE CAROLINA,"['electropowerpop', 'punk christmas', 'screamo', 'pop punk']"
GOTYE,"['australian alternative rock', 'pop', 'indietronica', 'synthpop']"
NEIL YOUNG & CRAZY HORSE,[]
CHRISTINA MILIAN,"['dance pop', 'hip pop', 'r&b', 'urban contemporary', 'pop', 'teen pop']"
THE DAISIES,[]
TATYANA ALI,"['hip pop', 'urban contemporary', 'r&b', 'new jack swing']"
ALARM,"['new wave', 'dance rock', 'new romantic', 'jangle pop', 'indie christmas', 'new wave pop', 'welsh rock']"
FLASH,[]
CRITTERS,[]
50 CENT featuring DR. DRE & ALICIA KEYS,"['pop rap', 'rap', 'hip hop']"
CUPID,"['jerk', 'alternative r&b', 'dance pop']"
FRANKIE J,"['alternative r&b', 'dance pop', 'urban contemporary', 'r&b', 'pop', 'new jack swing']"
KATE BUSH,"['art rock', 'permanent wave', 'new wave pop', 'piano rock', 'indie christmas', 'chamber pop', 'folk christmas']"
SOFT CELL,"['new romantic', 'new wave', 'dance rock', 'synthpop', 'new wave pop', 'uk post-punk', 'electroclash', 'art rock']"
SHYNE featuring BARRINGTON LEVY,"['rap', 'hardcore hip hop', 'hip hop', 'gangster rap', 'dirty south rap', 'crunk', 'pop rap']"
LEE MICHAELS,"['psychedelic rock', 'classic rock', 'southern rock', 'country rock', 'bubblegum pop', 'soft rock']"
RAY CHARLES SINGERS,"['easy listening', 'deep free jazz', 'jazz christmas']"
THE SUPREMES,"['motown', 'soul', 'brill building pop', 'soul christmas', 'quiet storm']"
JAY-Z feat BEYONCE KNOWLES,[]
DJ KOOL,"['old school hip hop', 'electro', 'miami bass', 'rap', 'hip hop']"
HOUSTON,[]
SIMON STOKES,[]
SAGITTARIUS,[]
THE PHILHARMONICS,[]
BAZ LUHRMANN,[]
THREE DAYS GRACE,"['post-grunge', 'alternative metal', 'nu metal', 'rap rock', 'canadian metal', 'rap metal', 'funk metal', 'alternative rock', 'pop rock']"
RELIENT K,"['christian punk', 'christian alternative rock', 'christian rock', 'punk christmas', 'pop punk', 'christian music', 'christian christmas', 'pop christmas']"
RAY McKINLEY,"['swing', 'big band']"
JILL SCOTT,"['neo soul', 'r&b', 'urban contemporary', 'indie r&b']"
GLEE CAST featuring LEA MICHELE & CORY MONTEITH,"['teen pop', 'pop christmas']"
SEAN PAUL,"['reggae fusion', 'dancehall', 'dance pop', 'pop rap']"
JAY-Z featuring UGK,"['pop rap', 'hip hop', 'rap']"
THE NORMAN PETTY TRIO,[]
HOW I BECAME THE BOMB,[]
TYGA featuring LIL WAYNE,"['jerk', 'pop rap', 'alternative hip hop', 'trap music', 'indie r&b', 'hip hop']"
FRANCE JOLI,"['hi nrg', 'disco', 'post-disco', 'deep disco']"
CASE,"['new jack swing', 'r&b', 'urban contemporary', 'neo soul']"
KING JUST,"['deep east coast hip hop', 'hardcore hip hop', 'east coast hip hop']"
THE BRITISH WALKERS,[]
JANN ARDEN,"['lilith', 'folk christmas', 'folk-pop', 'pop christmas', 'new wave pop', 'canadian indie', 'pop rock']"
VAN HALEN,"['hard rock', 'rock', 'album rock', 'glam rock']"
SHELLEY FABARES,['brill building pop']
GARY GLITTER,['glam rock']
LAURIE LONDON,['deep adult standards']
SMASH MOUTH,"['pop rock', 'ska punk', 'ska', 'punk christmas', 'heavy christmas', 'post-grunge', 'pop punk', 'pop christmas', 'rap rock', 'alternative rock']"
SYDNEY YOUNGBLOOD,[]
ORPHEUS,[]
BONNIE POINTER,"['hi nrg', 'disco']"
69 BOYZ,['miami bass']
NATHAN MORRIS,[]
MARIAM MAKEBA,[]
THERESA LINDSEY,[]
JERRY NAYLOR,[]
KEVIN LYTTLE,['soca']
KILLER MIKE featuring BIG BOI,"['southern hip hop', 'alternative hip hop', 'trap music', 'dirty south rap', 'crunk', 'pop rap', 'gangster rap', 'hip hop', 'juggalo']"
STARPOINT,"['post-disco', 'post-disco soul', 'funk', 'quiet storm']"
PHIL GARLAND,[]
P.J. PROBY,"['merseybeat', 'british invasion']"
KEITH URBAN featuring ERIC CHURCH,"['contemporary country', 'country', 'country christmas', 'australian country']"
ABRA MOORE,"['lilith', 'folk-pop', 'new wave pop', 'acoustic pop', 'pop rock']"
GLEE CAST feat LEA MICHELE,"['teen pop', 'pop christmas']"
A$AP ROCKY featuring ROD STEWART & MIGUEL & MARK RONSON,"['alternative hip hop', 'trap music', 'pop rap', 'east coast hip hop', 'hip hop']"
JOEY HEATHERTON,[]
GARY & DAVE,[]
SAMMIE,"['alternative r&b', 'r&b', 'urban contemporary', 'hip pop', 'new jack swing', 'dance pop']"
KURTIS BLOW,"['old school hip hop', 'electro', 'rap', 'hip hop']"
PHILLY DEVOTIONS,[]
JOHN FORTE,[]
MARK CHESNUTT,"['country christmas', 'country', 'honky tonk', 'country road', 'contemporary country', 'traditional country', 'country gospel']"
B.O.B featuring 2 CHAINZ,"['pop rap', 'southern hip hop', 'alternative hip hop', 'trap music', 'dirty south rap', 'hip hop', 'indie r&b', 'dance pop', 'pop']"
TRADE WINDS,[]
Maximum Spell,[]
CHIEF KEEF featuring LIL REESE,"['alternative hip hop', 'trap music']"
JOHNNY MERCER,"['tin pan alley', 'christmas', 'cabaret', 'adult standards', 'lounge', 'jazz christmas', 'swing', 'easy listening', 'vocal jazz']"
BETTYE LaVETTE,"['southern soul', 'soul blues', 'memphis soul', 'jazz blues', 'chicago soul', 'soul', 'new orleans blues', 'motown', 'northern soul']"
VITAMIN C featuring LADY SAW,"['europop', 'dance pop', 'teen pop', 'pop rock']"
PAUL SHAFFER,[]
FINDERS KEEPERS,[]
BARRY MANILOW,"['adult standards', 'soft rock', 'mellow gold', 'brill building pop', 'christmas']"
Moguai & Tocadisco,[]
OSIBISA,"['afrobeat', 'world']"
GLEE CAST featuring CHRIS COLFER & LEA MICHELE,"['teen pop', 'pop christmas']"
FRAGMA,"['german techno', 'bubble trance', 'eurodance', 'trance', 'progressive trance']"
JUSTIN BIEBER featuring BUSTA RHYMES,"['teen pop', 'pop', 'dance pop', 'pop christmas']"
LEE RITENOUR with ERIC TAGG,"['jazz christmas', 'smooth jazz', 'jazz funk', 'jazz fusion']"
GATO BARBIERI,"['smooth jazz', 'jazz christmas', 'latin jazz']"
B.T. EXPRESS,"['classic funk rock', 'funk', 'funk rock', 'post-disco', 'p funk', 'disco', 'quiet storm', 'soul']"
TEMPTATIONS,"['motown', 'soul', 'soul christmas', 'chicago soul', 'classic funk rock', 'funk rock', 'quiet storm', 'funk', 'christmas']"
FOREST FOR THE TREES,[]
KRIS KROSS,"['old school hip hop', 'rap', 'hip hop']"
PROCOL HARUM,"['progressive rock', 'symphonic rock', 'art rock', 'psychedelic rock', 'british blues', 'space rock', 'classic rock', 'album rock', 'blues-rock']"
FRENCH MONTANA featuring NICKI MINAJ,"['trap music', 'alternative hip hop', 'pop rap', 'hip hop']"
MANHATTANS,"['quiet storm', 'motown', 'soul', 'chicago soul', 'southern soul', 'funk', 'memphis soul', 'disco', 'classic funk rock']"
AUGUST ALSINA,['indie r&b']
JACKIE WILSON & COUNT BASIE,[]
RASCALS,"['british invasion', 'british indie rock', 'british blues']"
THE POOR,[]
THE ESQUIRES,[]
ROSCOE ROBINSON,"['northern soul', 'chicago soul']"
CAROLYN DAWN JOHNSON,"['country dawn', 'canadian country', 'country', 'country christmas', 'contemporary country', 'country road']"
THE JAGGED EDGE,"['new jack swing', 'r&b', 'urban contemporary', 'soul christmas', 'pop christmas', 'neo soul', 'dance pop']"
THREE 6 MAFIA featuring PROJECT PAT,"['dirty south rap', 'juggalo', 'crunk', 'southern hip hop', 'gangster rap', 'memphis hip hop', 'trap music', 'pop rap', 'alternative hip hop', 'hip hop', 'rap']"
HEDGEHOPPERS ANONYMOUS,['merseybeat']
TECHNOTRONIC featuring YA KID K,"['hip house', 'eurodance', 'acid house', 'new beat', 'europop', 'bubblegum dance']"
