artist,genre
PETE ROCK & C.L.SMOOTH,"['hip hop', 'east coast hip hop', 'rap', 'underground hip hop', 'old school hip hop', 'hardcore hip hop', 'turntablism']"
CHUCK JACKSON & MAXINE BROWN,[]
THE MARC TANNER BAND,[]
THE NEW HOPE,[]
DUICE,['miami bass']
BLACK EYED PEAS featuring MACY GRAY,"['dance pop', 'pop', 'pop rap']"
JEAN SHEPPARD,[]
RICK ROSS featuring DRAKE & CHRISETTE MICHELE,"['trap music', 'southern hip hop', 'pop rap', 'dirty south rap', 'alternative hip hop', 'crunk', 'gangster rap', 'hip hop', 'indie r&b', 'rap']"
VELVELETTES,"['northern soul', 'motown', 'chicago soul', 'brill building pop', 'southern soul', 'memphis soul', 'soul']"
HELENE SMITH,['traditional soul']
PERFECT STRANGER,[]
GROOVE THEORY,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
MELANIE MARTINEZ,[]
1927,['australian pop']
FREDDY WELLER,['honky tonk']
OUTKAST featuring SCAR & SLEEPY BROWN,"['hip hop', 'pop rap', 'dirty south rap', 'southern hip hop', 'rap']"
BOBBY GENTRY,[]
THE EASY BEATS,[]
BIDDU ORCHESTRA,[]
TOMMY BOYCE,[]
THE HONDELLS,"['surf music', 'bubblegum pop', 'merseybeat']"
THE SUGAR HILL GANG,"['old school hip hop', 'electro', 'rap', 'hip hop', 'disco', 'funk', 'funk rock', 'classic funk rock']"
MICHAEL BUBLE,"['adult standards', 'lounge', 'christmas', 'pop christmas', 'neo mellow']"
CARLENE CARTER,"['country dawn', 'country', 'country christmas', 'country rock', 'contemporary country']"
KING CRIMSON,"['progressive rock', 'symphonic rock', 'art rock', 'zolo', 'space rock', 'canterbury scene', 'experimental', 'psychedelic rock']"
KEITH ANDERSON,"['contemporary country', 'country road', 'country', 'country christmas', 'modern country rock']"
STEVE WINWOOD,"['mellow gold', 'soft rock', 'singer-songwriter', 'folk rock', 'folk christmas', 'album rock', 'british blues', 'roots rock', 'progressive rock', 'classic rock', 'country rock']"
NOLAN,[]
TROY KEYES,['deep northern soul']
B.O.B featuring RIVERS CUOMO,"['pop rap', 'southern hip hop', 'alternative hip hop', 'trap music', 'dirty south rap', 'hip hop', 'indie r&b', 'dance pop', 'pop']"
STEALERS WHEEL,"['mellow gold', 'soft rock', 'folk rock', 'country rock', 'singer-songwriter', 'roots rock', 'album rock', 'classic rock', 'british invasion', 'folk-pop', 'rock']"
BLACKBYRDS,"['jazz funk', 'funk', 'classic funk rock', 'funk rock', 'post-disco', 'soul', 'quiet storm']"
THE McGUIRE SISTERS,"['deep adult standards', 'christmas', 'adult standards', 'doo-wop']"
SONS OF CHAMPLIN,['psychedelic rock']
DIGABLE PLANETS,"['hip hop', 'underground hip hop', 'old school hip hop', 'rap', 'acid jazz', 'east coast hip hop', 'hardcore hip hop', 'alternative hip hop']"
THE JERMS,[]
MIKE OLDFIELD,"['new age', 'progressive rock', 'art rock', 'symphonic rock']"
YOUNG JEEZY featuring NAS,[]
DMX featuring SISQO,"['rap', 'hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap']"
JUSTIN HAYWARD & JOHN LODGE,[]
RUPAUL,"['vocal house', 'hi nrg', 'soul christmas', 'pop christmas']"
FRED HUGHES,['northern soul']
O.T. GENASIS,['trap music']
COWSILLS,"['bubblegum pop', 'british invasion', 'merseybeat', 'underground power pop', 'brill building pop']"
TEX RITTER,"['cowboy western', 'western swing', 'country gospel', 'nashville sound', 'traditional country', 'country christmas']"
SIMPLE E,[]
T.I. featuring EMINEM,"['pop rap', 'southern hip hop', 'dirty south rap', 'trap music', 'crunk', 'gangster rap', 'hip hop']"
HONDELLS,['surf music']
CASE featuring JOE,"['new jack swing', 'r&b', 'urban contemporary', 'neo soul']"
T.O.K.,['dancehall']
MARSHALL HAIN,[]
BO DIDDLEY,"['jazz blues', 'rock-and-roll', 'blues', 'rockabilly', 'chicago blues', 'traditional blues', 'memphis blues', 'delta blues', 'soul blues', 'electric blues', 'acoustic blues', 'british blues', 'texas blues', 'blues-rock', 'country blues', 'classic rock']"
TEX WILLIAMS,"['western swing', 'cowboy western', 'traditional country', 'nashville sound', 'country gospel', 'country christmas']"
BELL BIV DEVOE,"['new jack swing', 'boy band', 'urban contemporary']"
BIRDMAN featuring LIL WAYNE,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'alternative hip hop', 'hip hop']"
Q-FEEL,"['deep new wave', 'new romantic', 'dance rock', 'new wave', 'synthpop']"
Jason Der\u00fclo,"['pop', 'dance pop', 'teen pop', 'alternative r&b', 'r&b', 'urban contemporary']"
HELTAH SKELTAH,"['east coast hip hop', 'hardcore hip hop', 'rap', 'underground hip hop']"
MARILYN MARTIN,[]
BARBARA MANDRELL,"['nashville sound', 'country gospel', 'country christmas', 'traditional country', 'country']"
EIGHTH WONDER,"['hi nrg', 'new wave pop']"
ERYKAH BADU,"['neo soul', 'r&b', 'urban contemporary']"
THE RUGBYS,[]
DAVID THORNE,[]
Shurman,[]
QUEEN PEN featuring ERIC WILLIAMS,"['hip pop', 'new jack swing']"
KID INK,"['jerk', 'alternative hip hop', 'trap music', 'pop rap', 'hip hop']"
PAT SHANNON,[]
MELBA MONTGOMERY,"['honky tonk', 'nashville sound', 'country christmas', 'traditional country', 'country gospel']"
JAY Z featuring RICK ROSS,"['pop rap', 'hip hop', 'rap']"
DICK MILES,['traditional british folk']
JOHNNY PAYCHECK,"['traditional country', 'honky tonk', 'nashville sound', 'country gospel', 'outlaw country', 'cowboy western', 'country christmas', 'western swing', 'texas country']"
SHERIFF,[]
CHARLIE RICH,"['nashville sound', 'traditional country', 'country gospel', 'cowboy western', 'western swing', 'outlaw country']"
KID INK featuring CHRIS BROWN,"['jerk', 'alternative hip hop', 'trap music', 'pop rap', 'hip hop']"
RAY GOODMAN & BROWN,"['quiet storm', 'funk', 'chicago soul', 'motown', 'soul']"
HULLABALLOOS,"['merseybeat', 'british invasion', 'freakbeat']"
ELVIS CRESPO,"['tropical', 'hurban', 'merengue', 'bachata', 'salsa', 'latin']"
URGENT,[]
TIM HARDIN,"['traditional folk', 'folk rock', 'folk', 'singer-songwriter', 'british folk', 'roots rock', 'folk-pop']"
THE GUESS WHO,"['classic rock', 'album rock', 'mellow gold', 'southern rock', 'blues-rock', 'folk rock', 'rock', 'soft rock']"
KLAATU,"['symphonic rock', 'progressive rock', 'art rock', 'space rock', 'canterbury scene', 'album rock']"
INOJ / LATHUN,[]
QUICKSILVER MESSENGER SERVICE,"['psychedelic rock', 'classic rock', 'jam band', 'protopunk', 'blues-rock', 'folk rock', 'british blues']"
BURTON CUMMINGS,"['mellow gold', 'soft rock']"
CARLY RAE JEPSEN featuring JUSTIN BIEBER,"['canadian pop', 'teen pop', 'pop', 'pop christmas', 'dance pop', 'pop rock']"
VIC DAMONE,"['christmas', 'adult standards', 'lounge', 'easy listening', 'deep adult standards', 'cabaret', 'vocal jazz', 'jazz christmas']"
SILVERADO,[]
WINGER,"['heavy christmas', 'glam metal', 'hard rock', 'sleaze rock', 'album rock', 'rock', 'glam rock']"
MEEK MILL featuring KIRKO BANGZ,"['trap music', 'alternative hip hop', 'pop rap']"
FREAK NASTY featuring CRAZY MIKE,['miami bass']
KELLY CLARKSON,"['pop christmas', 'pop', 'dance pop', 'teen pop', 'pop rock']"
WHITNEY HOUSTON & MARIAH CAREY,[]
THE MARCELS,"['doo-wop', 'brill building pop', 'rock-and-roll']"
BUCHANAN BROTHERS,[]
BONE THUGS-N-HARMONY featuring AKON,"['gangster rap', 'juggalo', 'dirty south rap', 'rap', 'pop rap', 'hip hop']"
STACY LATTISAW & JOHNNY GILL,[]
JOHN COUGAR MELLENCAMP,[]
DAVID & JONATHAN,[]
ROOSEVELT GRIER,['deep northern soul']
BILLY STEWART,"['chicago soul', 'beach music', 'motown', 'northern soul', 'southern soul', 'memphis soul', 'soul']"
MATCHBOX TWENTY,"['pop rock', 'post-grunge', 'neo mellow', 'alternative rock']"
PSY,[]
CONNIE STEVENS,"['deep adult standards', 'brill building pop']"
LE CLICK featuring KAYO,"['eurodance', 'bubblegum dance', 'hip house']"
Bj\u00f8rn Hellfuck,[]
CALVIN ARNOLD,[]
ROY ROGERS,[]
CEE FARROW,[]
AHMAD!,"['g funk', 'west coast rap', 'old school hip hop', 'juggalo', 'gangster rap', 'hardcore hip hop', 'rap', 'hip hop']"
LIL WAYNE featuring BOBBY VALENTINO,"['pop rap', 'trap music', 'southern hip hop', 'dirty south rap', 'crunk', 'hip hop', 'pop christmas']"
D-MOB,"['hip house', 'acid house', 'chicago house']"
NICKI MINAJ featuring SKYLAR GREY,"['hip pop', 'dance pop', 'pop', 'pop rap']"
BEENIE MAN featuring MYA,[]
LONNIE GORDON,"['hi nrg', 'hip house']"
NEWBEATS,"['bubblegum pop', 'merseybeat', 'british invasion']"
ALIAS,[]
ROCKPILE,"['pub rock', 'power pop', 'jangle pop', 'rockabilly', 'cowpunk', 'roots rock']"
ZAC BROWN BAND,"['country road', 'contemporary country', 'country']"
JAMES PHELPS,[]
LIL' KIM featuring MR. CHEEKS,"['hip pop', 'r&b', 'urban contemporary']"
SEVEN SEAS,[]
IAN HUNTER,"['glam rock', 'pub rock', 'protopunk', 'classic rock', 'rock']"
BLUE CHEER,"['psychedelic rock', 'classic rock', 'protopunk', 'stoner rock', 'blues-rock', 'space rock', 'neo-psychedelic', 'rock', 'hard rock', 'album rock']"
BRIAN HYLAND,"['brill building pop', 'rock-and-roll', 'bubblegum pop', 'british invasion', 'merseybeat', 'rockabilly']"
JAHEIM featuring NEXT,"['neo soul', 'r&b', 'urban contemporary', 'new jack swing', 'quiet storm']"
CAST OF RENT,[]
HANK BALLARD,"['jump blues', 'beach music', 'rock-and-roll', 'jazz blues', 'doo-wop', 'jazz christmas']"
IMMATURE featuring SMOOTH & ED FROM GOOD BURGER,[]
CHARLIE WILSON,"['new jack swing', 'neo soul', 'urban contemporary', 'quiet storm', 'r&b', 'pop christmas']"
CLIPSE,"['alternative hip hop', 'pop rap', 'hip hop', 'trap music', 'southern hip hop', 'dirty south rap', 'rap', 'hardcore hip hop']"
ENCHANTMENT,[]
SKIN DEEP,['oi']
DeFRANCO FAMILY,['bubblegum pop']
CAL SMITH,"['country gospel', 'nashville sound', 'traditional country', 'cowboy western', 'honky tonk', 'western swing']"
MICHAEL CLARK,[]
COCHISE,[]
THE WOOLIES,"['classic garage rock', 'freakbeat']"
BERT KAEMPFERT,"['easy listening', 'exotica', 'lounge']"
YOUNG JEEZY featuring AKON,[]
IAN MATTHEWS,"['folk rock', 'british folk', 'singer-songwriter', 'traditional folk', 'country rock', 'folk', 'mellow gold']"
LAWRENCE REYNOLDS,[]
LIL BOW WOW featuring XSCAPE,[]
GORILLAZ featuring SHAUN RYDER,"['electronic', 'alternative rock']"
THE AQUATONES,['doo-wop']
DICK VAN DYKE with THE JACK HALLORAN SINGERS,['movie tunes']
THE FANTASTIC JOHNNY C.,"['southern soul', 'memphis soul', 'soul']"
THE SURFER GIRLS,['girl group']
WIZ KHALIFA featuring THE WEEKND,"['alternative hip hop', 'pop rap', 'trap music', 'hip hop']"
50 CENT featuring NATE DOGG,"['pop rap', 'rap', 'hip hop']"
THE ELEGANTS,['doo-wop']
FATHER MC,['new jack swing']
RUFF ENDZ,"['new jack swing', 'soul christmas', 'pop christmas', 'neo soul', 'r&b', 'urban contemporary', 'quiet storm']"
MAEJOR ALI featuring JUICY J & JUSTIN BIEBER,[]
OLIVIA,['j-pop']
SANTANA feat ALEX BAND or CHAD KROEGER,"['blues-rock', 'classic rock', 'rock', 'mellow gold', 'album rock', 'soft rock']"
GEORGE CHAKIRIS,[]
CYNTHIA MANLEY,[]
CITY HIGH,"['hip pop', 'urban contemporary', 'r&b', 'pop christmas']"
JOHN COWSILL,[]
SPLIT ENZ,"['kiwi rock', 'zolo', 'art rock', 'glam rock', 'dance rock', 'new wave', 'australian alternative rock', 'new romantic']"
GOTYE featuring KIMBRA,"['australian alternative rock', 'pop', 'indietronica', 'synthpop']"
NAS featuring WILL.I.AM,"['hip hop', 'rap', 'hardcore hip hop', 'east coast hip hop', 'pop rap']"
BLESSID UNION OF SOULS,"['pop rock', 'neo mellow', 'post-grunge']"
BEBE WINANS,"['gospel', 'christian christmas']"
J. COLE featuring MIGUEL,"['alternative hip hop', 'pop rap', 'trap music', 'indie r&b', 'hip hop']"
BOSTON POPS ORCHESTRA,['easy listening']
TOMMY SHANE STEINER,"['country road', 'country', 'contemporary country']"
TELA featuring EIGHTBALL & MJG,"['memphis hip hop', 'gangster rap', 'dirty south rap', 'crunk', 'southern hip hop', 'juggalo']"
Jody Watley,"['new jack swing', 'urban contemporary', 'quiet storm', 'disco']"
THE ELEPHANTS MEMORY,['psychedelic rock']
BARRY McGUIRE,"['traditional folk', 'bubblegum pop', 'folk rock', 'folk', 'british invasion', 'merseybeat', 'folk christmas']"
THE BUTTERFLYS,['girl group']
TRICK DADDY featuring THE SNS EXPRESS,"['crunk', 'dirty south rap', 'southern hip hop', 'pop rap', 'gangster rap', 'trap music', 'juggalo', 'hip pop', 'hip hop']"
DUPREES,['doo-wop']
EDDIE KENDRICKS,"['motown', 'soul', 'chicago soul', 'quiet storm', 'funk', 'classic funk rock', 'southern soul', 'memphis soul', 'disco', 'funk rock']"
20 FINGERS feat. ROULA,"['eurodance', 'hip house', 'bubblegum dance']"
LUDACRIS featuring SHAWNNA,"['southern hip hop', 'pop rap', 'dirty south rap', 'crunk', 'trap music', 'gangster rap', 'hip hop', 'rap', 'dance pop']"
GENE PAGE,[]
JIMMY SMITH with KENNY BURRELL & GRADY TATE,"['soul jazz', 'jazz funk', 'hard bop', 'jazz', 'bebop', 'cool jazz', 'jazz blues', 'contemporary post-bop', 'jazz christmas', 'jazz fusion', 'big band']"
THE DEL VIKINGS,"['doo-wop', 'rock-and-roll', 'brill building pop', 'deep adult standards']"
ROBIN THICKE,"['r&b', 'urban contemporary', 'neo soul', 'indie r&b', 'dance pop', 'pop']"
AROUND THE WAY,[]
LINDISFARNE,"['british folk', 'folk rock', 'symphonic rock', 'art rock', 'progressive rock']"
ALABAMA feat 'N SYNC,"['country', 'country christmas', 'country rock', 'contemporary country']"
KANE GANG,[]
LIL KIM feat DA BRAT,"['hip pop', 'r&b', 'urban contemporary']"
CAFE CREME,[]
AFTER 7,"['new jack swing', 'quiet storm', 'urban contemporary', 'neo soul']"
SAFIRE,['freestyle']
PEOPLES' CHOICE,"['post-disco', 'disco', 'classic funk rock', 'funk', 'funk rock', 'motown', 'quiet storm', 'soul']"
WET WILLIE,"['southern rock', 'country rock', 'classic rock', 'blues-rock']"
PREMIERS,"['classic garage rock', 'freakbeat']"
DAS EFX,"['east coast hip hop', 'hardcore hip hop', 'rap', 'old school hip hop', 'hip hop']"
THE PUSSYCAT DOLLS featuring TIMBALAND,"['dance pop', 'pop christmas', 'pop', 'europop', 'teen pop', 'hip pop', 'soul christmas', 'urban contemporary']"
THE KING PINS,[]
BOW WOW featuring CHRIS BROWN & JOHNTA AUSTIN,"['pop rap', 'hip pop', 'jerk', 'southern hip hop', 'crunk', 'dirty south rap', 'hip hop', 'trap music', 'dance pop', 'urban contemporary', 'r&b']"
DELBERT McCLINTON,"['country blues', 'modern blues', 'electric blues', 'texas blues', 'swamp blues', 'piedmont blues', 'roots rock', 'outlaw country', 'texas country', 'acoustic blues', 'louisiana blues', 'harmonica blues', 'blues-rock', 'chicago blues', 'soul blues']"
WILLIE HUTCH,"['classic funk rock', 'funk', 'soul', 'funk rock', 'motown', 'memphis soul', 'southern soul', 'chicago soul', 'quiet storm', 'soul blues']"
LUKE feat 2 LIVE CREW,[]
THE 8TH DAY,[]
ROSS LYNCH,"['teen pop', 'pop christmas']"
UNIT FOUR PLUS TWO,['merseybeat']
KAYAK,"['symphonic rock', 'progressive rock', 'neo-progressive', 'art rock']"
KELIS featuring TOO $HORT,[]
GLASS HOUSE,[]
CHARM,[]
MICHEL LeGRAND,['soundtrack']
BRENDA K. STARR,"['freestyle', 'salsa', 'tropical', 'world christmas']"
T.I. featuring LIL WAYNE,"['pop rap', 'southern hip hop', 'dirty south rap', 'trap music', 'crunk', 'gangster rap', 'hip hop']"
SOUTHWEST F.O.B.,['classic psychedelic rock']
PETE TOWNSHEND,"['glam rock', 'mellow gold', 'classic rock', 'roots rock', 'rock', 'album rock', 'british blues', 'folk rock', 'blues-rock', 'art rock', 'singer-songwriter', 'protopunk', 'soft rock']"
J. HOLLIDAY,[]
THE MELLO-TONES,"['skinhead reggae', 'rock steady']"
PITBULL featuring KE$HA,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
TREY SONGZ featuring TWISTA,"['r&b', 'indie r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop rap']"
NELLY featuring T-PAIN & AKON,"['pop rap', 'southern hip hop', 'dance pop', 'hip hop']"
DJ QUIK,"['g funk', 'west coast rap', 'gangster rap', 'juggalo', 'rap', 'hip hop']"
RED SKELTON,"['drama', 'comic']"
JEWEL AKENS,"['brill building pop', 'merseybeat', 'british invasion']"
KENNY NOLAN,[]
LONE JUSTICE,"['cowpunk', 'roots rock', 'alternative country', 'country rock', 'singer-songwriter']"
SHOWMEN,"['beach music', 'northern soul', 'new orleans blues', 'chicago soul']"
MARCY JO & EDDIE RAMBEAU,[]
AUGUST ALSINA / TRINIDAD JAMES,[]
BLOODHOUND GANG,"['rap rock', 'funk metal', 'funk rock', 'rap metal', 'nu metal', 'alternative metal', 'comic', 'industrial metal', 'pop punk', 'post-grunge']"
JOHNNY WILLIAMS,[]
THE AFTERS,"['christian alternative rock', 'christian rock', 'christian music', 'ccm', 'worship']"
KID CUDI featuring CEE-LO,"['alternative hip hop', 'pop rap', 'hip hop', 'indie r&b']"
JUSTIN BIEBER featuring NICKI MINAJ,"['teen pop', 'pop', 'dance pop', 'pop christmas']"
FOXY BROWN featuring JAY-Z,"['hip pop', 'hip hop', 'r&b', 'urban contemporary']"
KING,[]
REBEKAH,[]
ATLANTA RHYTHM SECTION,"['southern rock', 'country rock', 'soft rock', 'mellow gold', 'classic rock']"
SHIRLEY MURDOCK,"['soul christmas', 'quiet storm', 'new jack swing', 'gospel', 'urban contemporary']"
SARINA PARIS,"['bubblegum dance', 'eurodance']"
ELOISE LAWS,"['northern soul', 'soul christmas']"
KENNY LOGGINS,"['soft rock', 'mellow gold', 'country rock', 'folk rock', 'album rock']"
IAN THOMAS,[]
MAMA CASS,"['brill building pop', 'british invasion', 'bubblegum pop', 'adult standards']"
KENNY ROGERS,"['country christmas', 'nashville sound', 'country gospel', 'country', 'traditional country', 'country rock', 'soft rock', 'contemporary country']"
JOANIE SOMMERS,"['brill building pop', 'vocal jazz', 'cabaret']"
CRAIG DAVID,"['r&b', 'urban contemporary', 'dance pop', 'pop', 'neo soul', 'indie r&b', 'hip pop']"
KID INK featuring CHIS BROWN,"['jerk', 'alternative hip hop', 'trap music', 'pop rap', 'hip hop']"
LOUIS ARMSTRONG,"['new orleans jazz', 'jazz christmas', 'swing', 'vocal jazz', 'lounge', 'dixieland', 'cabaret', 'big band', 'ragtime', 'jazz']"
EAZY-E,"['gangster rap', 'g funk', 'rap', 'west coast rap', 'juggalo', 'hip hop', 'chicano rap', 'hardcore hip hop']"
ACE HOOD featuring TREY SONGZ,"['trap music', 'pop rap', 'southern hip hop', 'crunk', 'dirty south rap', 'alternative hip hop']"
JOHN MELLENCAMP & ME'SHELL NDEGEOCELLO,[]
THE BELLS,[]
DON JOHNSON,[]
RICO LOVE,['alternative r&b']
TOMMY BOYCE & BOBBY HART,['bubblegum pop']
THE LONELY ISLAND featuring T-PAIN,['comic']
JOE COCKER,"['mellow gold', 'soft rock', 'blues-rock', 'british blues', 'classic rock', 'roots rock', 'folk rock', 'singer-songwriter', 'electric blues', 'rock', 'album rock']"
JANET featuring J. COLE,[]
CAROL LYNN TOWNES,[]
VICKI ANDERSON & JAMES BROWN,[]
AFTER THE FIRE,"['new romantic', 'dance rock', 'new wave', 'new wave pop', 'synthpop']"
CILLA BLACK,"['merseybeat', 'british invasion', 'brill building pop']"
VANILLA FUDGE,"['psychedelic rock', 'classic rock', 'british blues', 'blues-rock', 'protopunk']"
LUKE feat NO GOOD BUT SO GOOD,[]
LITTLE JOE BLUE,[]
KEVIN LAMB,[]
EMINEM featuring KOBE,"['detroit hip hop', 'hip hop', 'rap']"
THE LUMINEERS,"['new americana', 'stomp and holler', 'indie folk']"
THE JEWELS,['doo-wop']
FAIRGROUND ATTRACTION,['new wave pop']
SNOW PATROL,"['permanent wave', 'neo mellow', 'indie christmas', 'pop rock', 'rock', 'pop christmas']"
DEAN FRIEDMAN,[]
Phat Kat,"['soul flow', 'detroit hip hop']"
DICKEY LEE,"['rockabilly', 'rock-and-roll', 'nashville sound', 'brill building pop', 'country christmas']"
THE MANHATTANS,"['quiet storm', 'motown', 'soul', 'chicago soul', 'southern soul', 'funk', 'memphis soul', 'disco', 'classic funk rock']"
GREAT WHITE,"['heavy christmas', 'glam metal', 'hard rock', 'album rock', 'rock', 'sleaze rock', 'glam rock']"
OSCAR TONEY JR.,"['deep southern soul', 'deep northern soul']"
ALAN JACKSON & JIMMY BUFFETT,[]
THE JET STREAM,[]
NELLY featuring KELLY ROWLAND,[]
THE PARIS SISTERS,['brill building pop']
CHAMBERS BROTHERS,"['psychedelic rock', 'classic rock']"
OSCAR BROWN JR.,"['vocal jazz', 'jazz blues', 'jazz funk', 'soul jazz']"
THE APPALACHIANS,[]
QUEEN & DAVID BOWIE,[]
CLIFFORD CURRY,"['beach music', 'deep northern soul', 'northern soul', 'deep southern soul']"
VINCE EDWARDS,[]
MODEST MOUSE,"['indie rock', 'lo-fi', 'alternative rock', 'indie pop', 'indie folk', 'chamber pop']"
DJ KHALED ft LIL WAYNE,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'alternative hip hop', 'hip hop', 'gangster rap']"
ROBIN THICKE featuring KENDRICK LAMAR,"['r&b', 'urban contemporary', 'neo soul', 'indie r&b', 'dance pop', 'pop']"
HOT CHELLE RAE featuring NEW BOYZ,"['punk christmas', 'alternative pop rock', 'teen pop', 'pop punk', 'pop', 'pop christmas']"
DESMOND DEKKER,"['rock steady', 'ska revival', 'world christmas', 'reggae', 'ska', 'dub', 'roots reggae']"
AGNETHA FALTSKOG & PETER CETERA,[]
DJ SAMMY & YANOU featuring DO,['eurodance']
THE MAGIC LANTERNS,[]
COLLEGE BOYZ,[]
FOOLS,[]
BLAKE SHELTON & DIA FRAMPTON,[]
ALEXANDER O'NEAL,"['quiet storm', 'soul christmas', 'new jack swing', 'funk', 'post-disco', 'classic funk rock', 'urban contemporary', 'soul']"
MITCH RYDER & THE DETROIT WHEELS,"['beach music', 'classic garage rock']"
ASHLEY PARKER ANGEL,"['teen pop', 'neo mellow', 'pop rock']"
EAMON,"['dance pop', 'r&b', 'hip pop', 'urban contemporary', 'pop', 'pop rap']"
DON SHIRLEY,[]
ERMA FRANKLIN,"['chicago soul', 'northern soul', 'southern soul', 'memphis soul', 'motown', 'soul', 'soul blues', 'jazz blues']"
R. KELLY duet with USHER,[]
DIANA ROSS & MICHAEL JACKSON,[]
MC NAS-D & DJ FREAKY FRED,[]
BOBBY PARIS,['northern soul']
A$AP ROCKY,"['alternative hip hop', 'trap music', 'pop rap', 'east coast hip hop', 'hip hop']"
STEELY DAN,"['soft rock', 'mellow gold', 'folk rock', 'album rock', 'singer-songwriter', 'roots rock', 'country rock', 'folk-pop', 'rock']"
MARGIE JOSEPH,"['memphis soul', 'southern soul', 'soul blues', 'soul christmas', 'chicago soul', 'soul', 'motown']"
THE JOHNNY PATE QUINTET,[]
BLACKJACK,['dansband']
WILDFIRE,[]
CAKE,"['alternative rock', 'pop rock', 'post-grunge', 'funk metal', 'funk rock', 'garage rock', 'rap rock', 'neo mellow']"
SWEATHOG,[]
STARZ,"['hard rock', 'album rock', 'rock', 'glam rock', 'glam metal', 'classic rock']"
SOUPY SALES,['deep motown']
GRAF,[]
JERRY JEFF WALKER,"['outlaw country', 'texas country', 'traditional country', 'country rock', 'country christmas', 'cowboy western', 'nashville sound', 'traditional folk', 'folk christmas']"
VINCE GILL,"['country christmas', 'country', 'contemporary country', 'country rock', 'nashville sound', 'traditional country', 'country road']"
SOS BAND,"['funk', 'post-disco', 'classic funk rock', 'disco', 'quiet storm', 'funk rock', 'new jack swing']"
TIMBALAND featuring DRAKE,"['dance pop', 'pop rap', 'pop', 'hip hop']"
AFRIQUE,[]
JERRY JAYE,[]
PATTI LABELLE & THE BLUEBELLS,[]
REUBEN HOWELL,[]
LIMP BIZKIT,"['rap rock', 'rap metal', 'nu metal', 'alternative metal', 'funk metal', 'funk rock', 'groove metal', 'post-grunge']"
MEEK MILL,"['trap music', 'alternative hip hop', 'pop rap']"
HAL WILLIS,"['traditional rockabilly', 'canadian country', 'country christmas']"
JIMMY SOUL,['brill building pop']
ELVIS PRESLEY,"['rock-and-roll', 'rockabilly', 'christmas']"
JORDAN HILL,[]
McFADDEN & WHITEHEAD,"['disco', 'post-disco', 'funk', 'classic funk rock', 'quiet storm', 'hi nrg', 'motown', 'soul', 'funk rock']"
EDDIE ALBERT,[]
5TH DIMENSION,"['bubblegum pop', 'brill building pop', 'adult standards', 'british invasion']"
SECRET TIES,[]
DOC BAGBY,[]
FASTER PUSSYCAT,"['sleaze rock', 'glam metal', 'heavy christmas', 'hard rock', 'glam rock']"
E-40 featuring KEAK DA SNEAK,"['gangster rap', 'hyphy', 'juggalo', 'g funk', 'west coast rap', 'dirty south rap', 'southern hip hop', 'crunk', 'pop rap', 'trap music', 'rap', 'hip hop']"
THE BABIES,"['noise pop', 'garage pop', 'lo-fi']"
JERRY SMITH,[]
CATHY CARROLL,['girl group']
LITTLE JOHNNY TAYLOR,"['soul blues', 'southern soul', 'memphis soul', 'jump blues', 'southern soul blues', 'new orleans blues', 'jazz blues', 'deep southern soul', 'soul christmas', 'soul', 'louisiana blues', 'chicago soul', 'jazz christmas']"
QUEEN PEN featuring TEDDY RILEY,"['hip pop', 'new jack swing']"
RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,['trap music']
ERIC CHURCH,"['country road', 'contemporary country', 'country']"
TOMMY JAMES & THE SHONDELLS,"['bubblegum pop', 'british invasion', 'merseybeat', 'brill building pop', 'classic garage rock']"
LUDACRIS featuring LIL WAYNE,"['southern hip hop', 'pop rap', 'dirty south rap', 'crunk', 'trap music', 'gangster rap', 'hip hop', 'rap', 'dance pop']"
THE NEIGHBOURHOOD,"['shimmer pop', 'indietronica']"
FASTBALL,"['pop rock', 'post-grunge', 'power pop', 'alternative rock']"
JASON MRAZ featuring COLBIE CAILLAT,"['neo mellow', 'pop christmas', 'pop rock', 'pop']"
FIVE AMERICANS,"['classic garage rock', 'bubblegum pop', 'freakbeat', 'british invasion']"
BOSTON,"['album rock', 'rock', 'hard rock', 'classic rock', 'southern rock', 'mellow gold', 'soft rock', 'progressive rock', 'glam rock', 'blues-rock']"
THE BAND,"['roots rock', 'country rock', 'folk rock', 'singer-songwriter', 'folk', 'mellow gold', 'folk christmas', 'rock']"
SNOW,[]
GOOD 2 GO,[]
JUSTIN TIMBERLAKE,"['dance pop', 'pop', 'boy band']"
M.C. HAMMER,"['old school hip hop', 'new jack swing', 'hip hop']"
WA WA NEE,"['deep new wave', 'australian pop']"
ATHENAEUM,"['grunge pop', 'pop rock', 'post-grunge']"
DAN HILL,"['soft rock', 'mellow gold']"
THE TEMPTATION,['progressive psytrance']
CHANGE,[]
WEST COAST RAP ALL-STARS,[]
THE EPIC SPLENDOR,[]
ULTIMATE,[]
DILLMAN BAND,[]
THE TARNEY / SPENCER BAND,[]
